Name,Identity,Form,Alt,Alignment,Type,Size,armour_name,stated_ac,armor_bonus,ac,stated_hp,hp,expected_hp,hp_fudge,level,hd,F,A,S,E,R,I,P,H,K,Res,Pop,Powers,Powers_Rank,Powers_Adj,Powers_Adj_Rank,Equipment,Vehicle,Talents,Talents_Adj,Contacts,Contacts_Adj,Weaknesses,Weaknesses_Adj,Powers_Form,Spd,Att,Dam,Climbing,Escaping,martial_arts,mook,attack_parameters,CR,xp,regen,healing_spells,healing_dice,healing_bonus,sc_ability,log,proficiency,initiative_bonus,AB_F,AB_A,AB_S,AB_E,AB_R,AB_I,AB_P
Access,Axel Asher,,,,,,,,,,,,,,,,Gd,Gd,Gd,Ex,Gd,Gd,Rm,50,50,Ty,,"{'Cosmic Awareness': 'CL1000, It enabled him to sense the presence of beings and objects in the universes that were somehow of importance to him for whatever reason.', 'Teleportation': 'CL1000, able to do the following power stunts', 'Amalgamation': 'CL1000 ability to combined two people from opposite universes together to share their powers. He is also able to change them back to their normal states.'}","{'Cosmic Awareness': 'CL1000;', 'Teleportation': 'CL1000;', 'Amalgamation': 'CL1000;'}","{'Cosmic Awareness': 'Testing One Only', 'Teleportation': 'CL1000, able to do the following power stunts', 'Body Transformation-Self': 'Testing One Only'}",{},{},{},"{'Streetwise': 1, 'Trivia': 1}","{'Streetwise': 1, 'Trivia (Marvel and DC Universes)': 1}","{'Morty the Bum': 1, 'Ming Ton-Wen (Marvel Universe)': 1, 'Caitlin Fitzgerald (DC Universe)': 1, 'All Marvel and DC Heroes': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Captain Marvel,Carol Danvers,,,,,,,,,,,,,,,,In,In,Am,Mn,Ex,Rm,Am,165,100,Ex,,"{'Energy Perception': 'In ability to sense, locate and identify energy sources, general purpose, direction and the nature of the energy being used.', 'Flight': 'Sh-Y, uses Mn in urban settings', 'Focused Energy Release': 'Am, 8 areas, can be augmented by energy channeling. She can emit Heat and Light, as well as the rest of the electromagnetic spectrum, and gravity. She can also perform the following power stunts', 'Energy Blasts': 'Am Energy, 4 area radius if on the ground, or 18 area radius if airborne or in space.', 'Light-Bursts': 'Am Blinding attack to everyone in a 6 area radius, for 1-10 rounds if they do not make an Endurance FEAT vs. Am intensity.', 'Recharge': 'Devices and batteries that operate on electromagnetic energy. The amount of time required and the drain on her personal energies is up to the GM.', 'Energy Absorption and Rechanneling': 'Ms. Marvel can repower herself by absorbing any type of energy regaining lost health equal to the intensity absorbed. She can also rechannel it to increase the intensity of her energy blasts. Up to 100 points of energy may be stored in this manner and up to 100 Health can be restored.', 'Body Resistance': 'Mn protection vs. Energy, Am protection vs. Physical', 'Self-Sustenance': 'Carol is able to survive in the vacuum of space, but needs means to breathe'}","{'Energy Perception': 'In;', 'Flight': 'Mn;Sh-Y;', 'Focused Energy Release': 'Am;', 'Energy Blasts': 'Am;', 'Light-Bursts': 'Am;', 'Recharge': '', 'Energy Absorption and Rechanneling': '', 'Body Resistance': 'Am;Mn;', 'Self-Sustenance': ''}","{'Energy Detection': 'Testing One Only', 'Flight': 'Sh-Y, uses Mn in urban settings', 'Energy Blast': 'Testing One Only', 'Light Manipulation': 'Testing One Only', 'Energy Control': 'Testing One Only', 'Absorption': 'Testing One Only', 'Body Resistance': 'Mn protection vs. Energy, Am protection vs. Physical', 'Self-Sustenance': 'Carol is able to survive in the vacuum of space, but needs means to breathe'}",{},"{'Costume': 'Captain Marvel Marvel wears a costume made of Unstable Molecules, it allows her to do the following', 'Instant Change': 'By unknown means, Carol is able to instantly change into her costume upon thought.', 'Universal Weapon': ""Un material, After nearly sacrificing herself to save the Alliance from the Cotati infection, she was granted Ronan's Universal Weapon after joining the Accuser Corps. Captain Marvel can inflict Un damage with it when using it as a rod. She has developed the following power stunts"", 'Cosmic Energy Manipulation': 'Mn ability to manipulate cosmic energy', 'Power Blasts': 'Mn Force or Energy, 4 areas range', 'Flight': 'Rm airspeed, CL5000 in space', 'Force Field': 'Mn', 'Armor': 'In protection vs. Heat, Cold, Energy and Radiation. Am protection vs. Physical attacks. Raises Strength and Endurance to Mn and health to 210', 'Invisibility': 'Ex'}",{},"{'Military': 1, 'Detective/Espionage': 1, 'Journalism': 1, 'Aerial Combat': 1, 'Leadership': 1, 'Pilot': 1, 'Linguist': 1, ""Shi'ar"": 1, 'Kree': 1, 'Russian': 1, 'Japanese': 1, 'German': 1, 'Astronavigation': 1, 'Martial Arts A ': 1, 'Martial Arts C': 1, 'Martial Arts E': 1, 'Trivia': 1}","{'Military': 1, 'Detective/Espionage': 1, 'Journalism': 1, 'Aerial Combat': 1, 'Leadership': 1, 'Pilot': 1, 'Multi-Lingual: (English': 1, ""Shi'ar"": 1, 'Kree': 1, 'Russian': 1, 'Japanese': 1, 'German)': 1, 'Astro-Navigation': 1, 'Martial Arts A': 1, 'C': 1, 'E': 1, ""Trivia: (Shi'ar and Kree Culture)"": 1}","{'The Kree Accuser Corps': 1, 'Avengers': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Achebe,,,,,,,,,,,,,,,,,Gd,Ty,Gd,Ex,Rm,Gd,Ty,46,46,Gd,,{},{},{},{},{},{},"{'Law': 1, 'Psychology': 1, 'Politics': 1, 'Strategy': 1, 'Crime': 1}","{'Law': 1, 'Psychology': 1, 'Politics': 1, 'Strategist': 1, 'Crime': 1}","{'Killmonger': 1, 'Deadpool': 1}",{},"['Insanity: Achebe is insane.', '', 'Talents: Law, Psychology, Politics, Strategist, Crime', '', 'Contacts: Killmonger, Deadpool']",{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Battle Argonaut,,,,,,,,,,,,,,,,,Rm,Ex,Un,Un,N/,N/,N/,250,N/A,N/A,,"{'Drone Construct': 'Sometime after the Extremis transformation, during at attack by the new Super-Adaptoid, Tony Stark realized he could command several armors at once. Building on this, and realizing the world was becoming an increasingly dangerous place, he decided to construct a ""team"" of Iron Men, hyper-advanced drones that would be under his direct mental command, just as his own armored body. Unfortunately, the ""Argonauts"" were abused and destroyed before they ever could serve for good. The ""Adamantium Man"" Drone has the following abilities:', 'Body Armor': 'Un material, Un protection vs. Physical, Force, Energy, Heat, Cold, Corrosives, Radiation and Electrical. Mn resistance vs. EMP', 'Flight': 'Jet boots and a vectored repulsor field allow for Sh-X airspeed (50 areas/round). The boot thrusters may be used as weapons, inflicting In Energy at a range of same area.', 'Variable Repulsors': 'Located in each gauntlet, up to Mn Force, 15 areas. A stun setting of Am intensity could now target one full area. Also, repulsors could now function underwater at -1cs intensity and half their maximum range in air. Full form repulsors inflict Am Force damage in one area radius hitting automatically anyone within range.', 'Pulse-Bolts': 'High-energy plasma weapons that inflict more damage at longer ranges. They have a maximum range of 10 areas, gaining 10 points of damage per area traveled. For example, they would do only Gd Energy to a target in an adjacent area and Un Energy to a target at maximum range. As these bolts travel relatively slowly, for every 4 areas the target gains a +1cs if they decide to try to dodge the attack.', 'Sonics': 'Am intensity Stun for 1-10 rounds to all within 3-area radius', 'Ultra-Sonics': 'Focused high-frequency tight-beam sonics causing Am vibrational damage bypassing most body armor and material (treat as if protection or material is at -2cs of actual ranks), 3 areas', 'Uni-Beam': 'Mounted in the center of the chest plate, the beam has a range of 5 areas and can produce the following effects:', 'Searchlight': 'Am Ultraviolet, Visible Light or Infrared', 'Heat Ray': 'Am', 'Image Inducer': 'Am ability to create up to 12 holographic duplicates', 'Laser': 'Am Energy', 'Electrical Generation': 'Can electrify the surface of the armor at Am intensity with a range of touch.', 'Micro-Munitions': 'Missiles could be launched from his left gauntlet, causing Mn explosive damage to one full area and with a range of 15 areas.', 'Protected Sensors': 'Un protection vs. high-intensity Light or Sonic attack', 'Targeting Computer': 'Provides +1cs to hit on all distance weapons and automatically allows up to 3 different targets per turn to be fired upon with no loss of accuracy.', 'Communications': 'Am multi-spectrum communication with 2,000 mile range. An Integrated universal translator of In sophistication is included.', 'Sensors': 'Am, the armor is equipped with the following sensors:', 'Infrared Vision': '10 areas', 'Radar and Sonar Detectors': '20 areas', 'Exotic Energy and Life Detectors': '25 miles', 'Electronic Countermeasures': 'Am radar invisibility and Un resistance to external signals influencing armor performance.', 'Self-Destruct': 'Sh-X explosive damage to one full area completely destroys the Argo unit.'}","{'Drone Construct': 'Ex;Un;', 'Body Armor': 'Mn;Un;', 'Flight': 'In;Sh-X;', 'Variable Repulsors': 'Am;Mn;', 'Pulse-Bolts': 'Gd;Un;', 'Sonics': 'Am;', 'Ultra-Sonics': 'Am;', 'Uni-Beam': '', 'Searchlight': 'In;Am;', 'Heat Ray': 'Am;', 'Image Inducer': 'Am;', 'Laser': 'Am;', 'Electrical Generation': 'Am;', 'Micro-Munitions': 'Mn;', 'Protected Sensors': 'Un;', 'Targeting Computer': 'Pr;', 'Communications': 'In;Am;', 'Sensors': 'Am;', 'Infrared Vision': '', 'Radar and Sonar Detectors': '', 'Exotic Energy and Life Detectors': '', 'Electronic Countermeasures': 'Am;Un;', 'Self-Destruct': 'Sh-X;'}","{'Energy Control': 'Testing One Only', 'Body Armor': 'Un material, Un protection vs. Physical, Force, Energy, Heat, Cold, Corrosives, Radiation and Electrical. Mn resistance vs. EMP', 'Flight': 'Jet boots and a vectored repulsor field allow for Sh-X airspeed (50 areas/round). The boot thrusters may be used as weapons, inflicting In Energy at a range of same area.', 'Energy Blast': 'Testing One Only', 'Force Blast': 'Testing Multi', 'Shooting:Energy': 'Testing One Only', 'Stunning Area:Sonic': 'Testing One Only', 'Force Blast:Sonic-2CS': 'Testing One Only', 'Enhanced Senses': 'Testing One Only', 'Energy Blast:Heat': 'Testing One Only', 'Image Generation': 'Testing One Only', 'Energy:Electrical': 'Testing One Only', 'Energy Area': 'Testing One Only', 'Resist:Sonics': 'Testing Multi', 'Resist:Light': 'Testing Multi', 'Shooting:1': 'Testing One Only', 'Comprehend Languages': 'Testing Multi', 'Energy Detection': 'Testing One Only', 'Invisibility:Electronics': 'Testing One Only', 'Energy Area:Self-Destruct': 'Testing One Only'}",{},{},{},{'Depends on user': 1},{'Depends on user': 1},{},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Adam Destine,,,,,,,,,,,,,,,,,Ex,Gd,Gd,Un,Gd,Gd,Un,140,120,Rm,,"{'Djinn Enhancemnts': 'Due to the enchantments placed upon him by his Djinn wife, Elalyth, Adam has been gifted with everlasting life. This gives him the following abilities:', 'Invulnerability': 'CL1000 protection from all types of damage, including magical', 'Immortal': 'As an immortal he will not die if reduced to 0 Health and Sh-0 Endurance.', 'Self-Sustenance': 'He has no need to eat, drink, sleep or breathe', 'Electronic Invisibility': 'CL1000, Adam is undetectable to all forms of electromagnetic sensors other than the visible spectrum. He does not appear on infrared and probably radar as well. He can be seen with the naked eye or photographed on film, but probably not digitally.', 'Clairvoyance': 'Adam sometimes gets psychic flashes of his family when they are in danger. He can see and gain some sense of the nature of the danger facing his family. Adam also experiences physical pain whenever one of his children dies, regardless of distance.', 'Mind Trap': ""Adam's clairvoyant visions and unique temporal perspective can overwhelm""}","{'Djinn Enhancemnts': '', 'Invulnerability': 'CL1000;', 'Immortal': 'Sh-0;', 'Self-Sustenance': '', 'Electronic Invisibility': 'CL1000;', 'Clairvoyance': '', 'Mind Trap': ''}","{'Demon': 'Testing One Only', 'Invulnerability:All': 'Testing One Only', 'Immortality': 'Testing One Only', 'Self-Sustenance': 'He has no need to eat, drink, sleep or breathe', 'Invisibility:Electronics': 'Testing One Only', 'Precognition': 'Testing One Only', 'Mind Control': 'Testing One Only'}",{},"{'Flight Belt': 'Ty airspeed (6 areas/round)', 'Precognition': ""Sh-X, As punishment for the murder of their child Vincent, Elalyth cursed Adam with an additional enchantment. Adam is tormented by precognitive images of his children's deaths. These images come unbiddened to his mind, without time-frame or reference and are the only thing in existence that can still cause him pain or discomfort that stuns him for 1-10 rounds.""}",{},"{'Martial Arts A ': 1, 'Martial Arts B': 1, 'Martial Arts C': 1, 'Martial Arts E': 1, 'Acrobatics': 1, 'Animal Handling': 1, 'Medicine': 1, 'First Aid': 1, 'Military': 1, 'Crime': 1, 'Stealth': 1, 'Pilot': 1, 'Guns': 1, 'Marksman': 1, 'Weapon Master': 1, 'Archaeology': 1, 'History': 1, 'Feudal Japan': 1, 'Tibet': 1, 'Linguist': 1, 'French': 1, 'Spanish': 1, 'Japanese': 1}","{'Martial Arts A': 1, 'B': 1, 'C': 1, 'E': 1, 'Acrobatics': 1, 'Animal Handling': 1, 'Medicine': 1, 'First Aid': 1, 'Military': 1, 'Thief': 1, 'Stealth': 1, 'Pilot': 1, 'Guns': 1, 'Marksmanship': 1, 'Melee Weapons': 1, 'Archelogy': 1, 'History: (Europe': 1, 'Feudal Japan': 1, 'Tibet)': 1, 'Multi-Lingual: (English': 1, 'French': 1, 'Spanish': 1, 'Japanese)': 1}",{'Clan Destine': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Adam Mann,,,,,,,,,,,,,,,,,Rm,Ex,Rm,Rm,Ex,Ex,Rm,110,70,Gd,,{},{},{},{},"{'Body Armor': 'Ex protection vs. Physical and Energy', 'Energy Blaster': 'Rm Force, 7 areas'}",{},"{'Business/Finance': 1, 'Martial Arts A ': 1, 'Martial Arts B': 1, 'Martial Arts E': 1, 'Martial Arts C': 1, 'Thrown Weapons': 1, 'Guns': 1}","{'Business/Finance': 1, 'Martial Arts A': 1, 'B': 1, 'E': 1, 'Wrestling': 1, 'Thrown Weapons': 1, 'Guns': 1}","{'Spartans': 1, 'Adam Mann': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Adam Warlock,,,,,,,,,,,,,,,,,In,In,Rm,Am,Gd,Rm,In,160,80,Gd,,"{'Body Armor': 'Gd protection vs. Physical and Energy', 'Ability Enhancement': 'Once per day, Warlock can boost his Strength and Endurance by +2CS for up to 5 turns. This give him no increase in Health.', 'Flight': 'Mn airspeed, CL1000 speeds in outer space', 'Force Bolts': 'Am Force or Energy, 3 areas.', 'Life Support': 'Warlock can survive the rigors of deep space with CL1000 ability.', 'Protective Cocoon': 'Warlock can spin a cocoon around himself in seconds at will. The cocoon is made of In strength material and gives him Mn self-healing abilities.', 'Dimensioal Transfer': 'Warlock can transport himself between our dimension and the dimension of the Soul-Gem at will.'}","{'Body Armor': 'Gd;', 'Ability Enhancement': '', 'Flight': 'Mn;CL1000;', 'Force Bolts': 'Am;', 'Life Support': 'CL1000;', 'Protective Cocoon': 'In;Mn;', 'Dimensioal Transfer': ''}","{'Body Armor': 'Gd protection vs. Physical and Energy', 'Ability Boost:S-1': 'Testing Multi', 'Ability Boost E:-1': 'Testing Multi', 'Flight': 'Mn airspeed, CL1000 speeds in outer space', 'Force Blast': 'Testing One Only', 'Life Support': 'Warlock can survive the rigors of deep space with CL1000 ability.', 'Regeneration': 'Testing One Only', 'Dimensional Travel': 'Testing One Only'}",{},{},{},{'Leadership': 1},{'Leadership': 1},"{""Most of Earth's Heroes and many cosmic entities."": 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Adrienne Frost,,,,,,,,,,,,,,,,,Gd,Gd,Ty,Am,Rm,In,In,76,110,In,,{},{},{},{},{},{},"{'Administration': 1, 'Business/Finance': 1, 'Education': 1, 'Electronics': 1}","{'Administration': 1, 'Business/Finance': 1, 'Education': 1, 'Electronics': 1}","{'Hellfire Club': 1, 'Paladin': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Adversary,,,,,,,,,,,,,,,,,Mn,Am,Am,CL,Mn,Mn,Un,1175,250,N/A,,{},{},{},{},{},{},"{'Mystic Backgroud': 1, 'Mythology': 1, 'Psychology': 1}","{'Occult Lore': 1, 'Mythology': 1, 'Psychology': 1}",{'Forge': 1},{},"['Weapons of Iron, Steel or Admantium are +3cs damage against him. ', '', 'Talents: Occult Lore, Mythology, Psychology ', '', 'Contacts: Forge']",{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Aegir,,,,,,,,,,,,,,,,,Rm,Gd,In,In,Gd,Gd,Ex,120,40,Ty,,"{'Asgardian Physiology': 'Aegir was the Asgardian God of the Seas. His very body gives him the following abilities:', 'Body Armor': 'Gd protection vs. Physical and Energy', 'Resistance to Disease': 'Un', 'Slowed Aging': 'Ages 1 year for every 100. He may still be killed normally.', 'Water Freedom': 'Suffers no penalties in underwater combat', 'Hyper Swimming': 'Am', 'Water Control': 'Am', 'Communication/Control (Sea Life)': 'Am'}","{'Asgardian Physiology': '', 'Body Armor': 'Gd;', 'Resistance to Disease': 'Un;', 'Slowed Aging': '', 'Water Freedom': '', 'Hyper Swimming': 'Am;', 'Water Control': 'Am;', 'Communication/Control (Sea Life)': 'Am;'}","{'Deity': 'Testing One Only', 'Body Armor': 'Gd protection vs. Physical and Energy', 'Resist:Disease': 'Testing One Only', 'Immortality': 'Testing One Only', 'Water Breathing': 'Testing One Only', 'Hyper-Swimming': 'Testing One Only', 'Water Control': 'Testing One Only', 'Animal Communication': 'Testing One Only'}",{},{},{},"{'Sharp Weapons': 1, 'Blunt Weapons': 1, 'Asgard Lore': 1, 'History': 1}","{'Edged Weapons': 1, 'Blunt Weapons': 1, 'Asgard Trivia': 1, 'History and Lore': 1}",{'Fellow Asgardians': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Aegis,Trey Jason Rollins,,,,,,,,,,,,,,,,Ty,Ty,Gd,Gd,Ty,Ty,Ty,32,18,Ty,,{},{},{},{},"{'Aegis Breastplate': ""Mn material, Trey's powers come from the mystical Aegis breastplate which he wears. It gives Aegis the following power stunts:"", 'Force Field': ""The breastplate projects a force field around it's wearer providing In protection vs. Physical and Energy. The force field can be expanded to provide cover for 1 area, but it's protection is then reduced to Rm. The force field is airtight which provides Un protection vs. Gas and Airborn Diseases."", 'Reshape Force Field': ""The force field can be used to redirect force offensivly providing it's wearer with an In Force Bolt.""}",{},{'Streetwise': 1},{'Streetwise': 1},{'New Warriors': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Aero,Melody Gurthie,,,,,,,,,,,,,,,,Ty,Ty,Pr,Rm,Ty,Ty,Ty,46,18,Ty,,"{'Energy Aura': 'Melody can projects an energy aura enabling her to perform the following power stunts:', 'Flight': 'Ex airspeed'}","{'Energy Aura': '', 'Flight': 'Ex;'}","{'Body Transformation-Self': 'Testing One Only', 'Flight': 'Ex airspeed'}",{},{},{},{'Student': 1},{'Student': 1},"{'Xavier Institute for Higher Learning': 1, 'Cannonball': 1, 'Husk': 1, 'Icarus': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Aftershock,Danielle Blunt,,,,,,,,,,,,,,,,Gd,Am,Gd,Rm,Ty,Ty,Gd,100/60,22,Ty,,"{'Electrical Form': 'Am, Aftershock is capable of performing the following power stunts:', 'Energy Sheath': 'Am protection vs. Physical, Blunt, Shooting and Edge', 'Electrical Bolt': 'Am Electrical, 7 areas', 'Flight': 'Un airspeed', 'Resistance to Electricity and Energy': 'CL1000', 'Lightning Speed': 'Able to move 3 areas/round'}","{'Electrical Form': 'Am;', 'Energy Sheath': 'Am;', 'Electrical Bolt': 'Am;', 'Flight': 'Un;', 'Resistance to Electricity and Energy': 'CL1000;', 'Lightning Speed': ''}","{'Electrical Manipulation': 'Testing One Only', 'Body Armour:Physical': 'Testing One Only', 'Energy Blast:Electrical': 'Testing One Only', 'Flight': 'Un airspeed', 'Resist:Electrica': 'Testing Multi', 'Resist:Energy': 'Testing Multi', 'Hyper-Running:3': 'Testing One Only'}",{},{},{},{'Student': 1},{'Student': 1},{'The Bastards of Evil': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Agatha Harkness,,,,,,,,,,,,,,,,,Pr,Ty,Pr,Ty,Ex,Ex,Mn,20,115,Gd,,{'Ritual Magic': 'Agatha Harkness has at her command a great variety of magical spells which gave her the following powers at Mn rank:'},{'Ritual Magic': 'Mn;'},{'Magic:Ritual': 'Testing One Only'},{},{},{},{'Mystic Backgroud': 1},{'Mystic/Occult Lore': 1},"{'The Fantastic Four': 1, 'The Scarlet Witch': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Lt. Commander Abigail Brand,,,,,,,,,,,,,,,,,Rm,Gd,Gd,Rm,Ex,Rm,In,80,90,Ex,,"{'Contact Pyrokinetic': 'In ability to coat at least her hands in flames that is potent enough to burn through most metals via tactile contact.', 'Linguistics': 'Am ability to creates sounds to speak other alien languages that humans cannot make'}","{'Contact Pyrokinetic': 'In;', 'Linguistics': 'Am;'}","{'Energy:Fire': 'Testing One Only', 'Comprehend Languages': 'Testing One Only'}",{},"{'Body Armor': 'Ex protection vs. Physical and Energy', 'Energy Rifle': 'Rm Energy, 10 areas'}",{},"{'Leadership': 1, 'Military': 1, 'Guns': 1, 'Alien Technology': 1, 'Linguist': 1, 'including Skrull': 1, 'Martial Arts A ': 1, 'Martial Arts B': 1, 'Martial Arts E': 1, 'Pilot': 1}","{'Leadership': 1, 'Military': 1, 'Guns': 1, 'Alien Technology': 1, 'Multi-Lingual: (English': 1, 'other alien languages': 1, 'including Skrull)': 1, 'Martial Arts A': 1, 'B': 1, 'E': 1, 'Pilot': 1}","{'Alpha Flight': 1, 'X-Men; (Formerly) S.W.O.R.D.': 1, 'S.H.I.E.L.D.': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Agent Lindsay,,,,,,,,,,,,,,,,,Ex,Gd,Ex,Rm,Ex,Ex,Ex,80,60,Ex,,{},{},{},{},"{'Colt Auto (.45) S.H.I.E.L.D. issue handgun': 'Ex Shooting, 3 areas', 'Plasma Blaster (5mm) S.H.I.E.L.D. issue blaster': 'Rm Energy or Force, 7 areas', 'S.H.I.E.L.D. Uniform (standard)': 'Ty protection vs. Physical attacks and Ex protection vs. Energy attacks (not including cold). It also has the following', 'Shoulder holster': 'Holds the .45 Colt Auto', 'Hip Holster': 'Holds the 5mm Blaster', 'Left front Belt pouch': 'Secure radio link pocket computer. (Un reason)', 'Seam of Belt': 'Flexible saw', 'Watch': ""20' garrotte reel."", 'Boot Sheath': 'Thowing blade', 'Right Front Pouch': ""1 flare (Ty light in 1 area), 3 grenades (player's choice)""}",{},"{'Martial Arts B': 1, 'Marksman': 1, 'Military': 1, 'Detective/Espionage': 1}","{'Martial Arts B': 1, 'Marksmanship': 1, 'Military': 1, 'Detective/Espionage': 1}",{'S.H.I.E.L.D.': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Agent Sum,Hui Lin,,,,,,,,,,,,,,,,Ex,Gd,Ex,Rm,Ty,Gd,Ty,80,22,Ex,,"{'Immortal': 'Agent Yin does not age', 'Healing': 'Am'}","{'Immortal': '', 'Healing': 'Am;'}","{'Immortal': 'Agent Yin does not age', 'Healing': 'Testing One Only'}",{},"{'Body Armor': 'Ex protection vs. Physical, Energy, Shooting and Edge', 'Mask': 'Ex material, has the following abilites', 'Air Supply': '2 hours', 'Night Vision': ""Doesn't suffer any penalties in darkness"", 'Energy Rifle': 'In Energy, 7 areas', 'Pistol': 'Ex Shooting, 5 areas', 'Flashlight': 'Gd Illumination'}",{},"{'Law Enforcement': 1, 'Detective/Espionage': 1, 'Guns': 1, 'Martial Arts A ': 1, 'Martial Arts E': 1}","{'Law Enforcement': 1, 'Detective/Espionage': 1, 'Guns': 1, 'Martial Arts A': 1, 'E': 1}","{'S.H.I.E.L.D.': 1, 'Ms. Marvel': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Agent X,Alex Hayden (Nijo),,,,,,,,,,,,,,,,In,Rm,Ex,Rm,Ex,Ex,Ex,120,60,Gd,,"{'Regeneration': 'Un (10 per round), with a power FEAT he can also speed-up the recovery of lost limbs. He can then regain tissue the size of his hand with 2 rounds concentration. Due to recent developments Deadpool has lost the ability to regenerate lost limbs, it is not known if that ability will return in time.', 'Recovery': 'Un', 'Psychic Screen': 'Am protection vs. Mental attacks'}","{'Regeneration': 'Un;', 'Recovery': 'Un;', 'Psychic Screen': 'Am;'}","{'Regeneration': 'Un (10 per round), with a power FEAT he can also speed-up the recovery of lost limbs. He can then regain tissue the size of his hand with 2 rounds concentration. Due to recent developments Deadpool has lost the ability to regenerate lost limbs, it is not known if that ability will return in time.', 'Recovery': 'Testing One Only', 'Psi-Screen': 'Testing One Only'}",{},"{'Body Armor': 'Gd protection vs. Physical and Energy', 'Image Inducer': 'Rm holographic ability to assume other humanoid form', 'Bolos': '2 areas to grapple with Ex strength', 'Bo Staff': 'Ex material, Rm damage', 'Cluster Bombs': '1 area, Rm damage to entire area', 'Long Swords (x2)': 'Rm material, Rm Edge', 'Throwing Stars': 'Ex Thrown Edge, 3 areas', 'Guns': 'various guns for up to In damage but he has access to greater damage weapons and all kind of ammo.'}",{},"{'Martial Arts A': 1, 'Martial Arts B': 1, 'Martial Arts C': 1, 'Martial Arts E': 1, 'Military': 1, 'Sharp Weapons': 1, 'Thrown Weapons': 1, 'Marksman': 1, 'Guns': 1, 'Detective/Espionage': 1, 'Weapon Master': 1}","{'Martial Arts A,B,C,E': 1, 'Military': 1, 'Sharp Weapons': 1, 'Thrown Weapons': 1, 'Marksmanship': 1, 'Guns': 1, 'Detective/Espionage': 1, 'Weapon Master: Swords': 1}","{'Agency X': 1, 'Taskmaster': 1, 'Outlaw': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Typical A.G.M. Agent,,,,,,,,,,,,,,,,,Gd,Ty,Ty,Gd,Rm,Gd,Pr,32,44,Ty,,{},{},{},{},"{'Body Armor': 'Ex protection vs. Energy, Rm protection vs. Physical', 'Air Filter': 'Ex protection vs. airborne toxins and bacteria', 'Blaster': 'Rm Energy, 5 areas'}",{},{'None': 1},{'None': 1},{'A.G.M.': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Agnar the Fierce,,,,,,,,,,,,,,,,,Rm,Gd,In,In,Gd,Gd,Ex,120,40,Ty,,"{'Asgardian Physiology': 'Agnar is an Asgardian. His very body gives him the following abilities:', 'Body Armor': 'Good protection vs. Physical and Energy', 'Lung Capacity': 'When taking, holding or shouting, he is +2cs Endurance', 'Resistance to Diseases': 'Un', 'Slowed Aging': 'Ages 1 year for every 100. He may still be killed normally.'}","{'Asgardian Physiology': '', 'Body Armor': '', 'Lung Capacity': '', 'Resistance to Diseases': 'Un;', 'Slowed Aging': ''}","{'Asgardian Physiology': 'Agnar is an Asgardian. His very body gives him the following abilities:', 'Body Armor': 'Good protection vs. Physical and Energy', 'Grappling:2': 'Testing One Only', 'Resist:Disease': 'Testing One Only', 'Immortality': 'Testing One Only'}",{},{},{},"{'Sharp Weapons': 1, 'Blunt Weapons': 1, 'Asgard Lore': 1, 'History': 1}","{'Edge Weapons': 1, 'Blunt Weapons': 1, 'Asgard Trivia': 1, 'History and Lore': 1}",{'Fellow Asgardians': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
